Conference Paper Id,Paper Id,Filename,Page Start,Page End,Number Of Pages,DOI,Topic Id,Authors,Organisations,Title,Keywords,Abstract,Conference Id
simbuild2018_C100,C100,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C100.pdf,721,728,8,,,"Yuna, Zhang;  Godfried, Augenbroe","Baumann Consulting Inc., Washington, DC; Georgia Institute of Technology, Atlanta, GA",Optimal Strategy for Demand Charge Reduction in an Office Building under Different Rate Structure,,"This paper targets the optimal combination of design and operational measures in a new design or retrofit project with the aim to reduce demand charges. To achieve this goal, this paper introduces an approach based on the analysis of all feasible energy consumption and peak reduction measures in an office building under different utility rate structure. The analysis includes all measures that are commonly adopted to decrease energy consumption and demand charges, specifically energy efficient measure and energy flexibility measures. The outcomes suggest the optimal combination that minimizes demand charges in commercial buildings.",simbuild2018
simbuild2018_C101,C101,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C101.pdf,729,736,8,,,"Sen, Huang;  Yan, Chen;  Paul, Ehrlich;  Draguna, Vrabie","Pacific Northwest National Laboratory, Richland, WA",A Control-Oriented Building Envelope and HVAC System Simulation Model for a Typical Large Office Building,,"In this paper, we present a dynamic simulation model for a typical large office building in the U.S., which can be used as a virtual testbed to enable advanced control research for heating, ventilation, and air conditioning (HVAC) systems. We employed EnergyPlus for calculating the building thermal load, and the Modelica Buildings library to model the dynamic behavior of the HVAC system. We used a functional mockup interface to enable run-time communication between the EnergyPlus model and the Modelica model. This simulation model can be driven by control inputs from the supervisory decision-making algorithms for advanced control system design and performance evaluation. To demonstrate the usage of the model, we performed the evaluation on two representative control sequences for large office buildings with this model. Simulation data allows us to compare the energy performance of these two sequences and captures the evolution of the system dynamics at a high temporal granularity.",simbuild2018
simbuild2018_C102,C102,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C102.pdf,737,742,6,,,"Aaron, Powers","Johnson Controls, Inc., Memphis, TN",A Pseudo-Transient Method for Modeling Flow Networks,,"A flow network is a modeling technique often used to model fluid flow in buildings and HVAC systems. This technique allows for fluid flows and pressures to be simulated without resorting to a full CFD analysis. A flow network is simulated by applying the steady-state conservation of mass principle at discrete points called nodes to create a system of nonlinear equations which can be solved by a variety of methods. Most solvers for building simulation flow networks are based on some derivative of Newton's method. These solvers can show fast convergence when good initial guesses are provided but can be slow or divergent otherwise, especially in large networks. This paper introduces a new fictitious transient term to the nodal conservation of mass equations which allows for the equations to be decoupled and solved using explicit methods. This effectively removes the need for a multivariable nonlinear solver when simulating flow networks. The effects of a single model input parameter on stability and accuracy was investigated. Test cases were used to compare the new modeling technique to a traditional steady-state model using a Levenberg Marquardt solver. The results show that the new method creates almost no loss in accuracy while greatly improving the simulation time, especially for shorter time steps and larger models.",simbuild2018
simbuild2018_C103,C103,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C103.pdf,743,750,8,,,"Fred, Betz;  Lyle, Keck","Affiliated Engineers, Inc., Madison, WI; Affiliated Engineers, Inc., Seattle, WA",Challenges and Opportunities in Whole Building Water Modeling,,"Whole building water modeling continues to gain traction in the building industry with the public release of ASHRAE 191P Standard for the Efficient Use of Water in Building Mechanical Systems and LEED Pilot Credit: Whole Project Water Use Reduction. As this new field develops, technical challenges and opportunities arise that highlight the growing need for accurate whole building water modeling tools and procedures. This paper will explore the current challenges in defining plumbing fixture usage, irrigation calculations, and rainfall patterns as well as current methods and data sources for each section.
While energy modelers have many diversity schedules to use – such as the ASHRAE handbooks, ASHRAE 90.1 reference guide, and the Labs21 schedules – water modelers don't have a comparable set of resources for fixture usage.
There are numerous methods for calculating evapotranspiration to determine irrigation water demand. Many methods such as Penman-Monteith and SLIDE have been adapted for use in landscape calculations, but this has limitations such as use for non-turf grass plants.
Finally, rainfall data sources are varied and inconsistent across data sets. This inconsistency creates repeatability challenges for irrigation and water storage calculations.",simbuild2018
simbuild2018_C104,C104,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C104.pdf,751,758,8,,,"Victoria, Aragon;  Julian David, Quintero;  Stephanie, Gauthier;  Patrick, James;  Abubakr, Bahaj","University of Southampton, United Kingdom",Unpacking Mid-Season Heating Demand in Social Housing,,"The efficiency of residential heat supply systems is compromised when the heat load varies. Heat load variability is mainly rooted in space heating demand variations. Heating demand is expected to fluctuate the most during mid-season, as this is when users thermally adapt to warmer or colder weather, resulting in what is known as the thermal adaptation lag"". The aim of this paper is to investigate this weather variability during mid-season leading to fluctuations of heating demand that impact the efficiency of heat supply systems. Here we present research conducted within five high-rise social housing tower blocks located in he city of Southampton United Kingdom. Heating to the tower blocks is supplied through gas boilers to heat exchangers installed in each flat. Monthly heating demand monitoring from 2013 to 2017 at flat level shows that: (a) the variability of the heating demand is higher in the period November to March and is related to temperature variation, (b) the amount of heat required by Heating Degree Day is not constant. The analysis identifies potential implications for engineers designing heat supply systems for social housing which contribute to reducing the performance gap between building design and use.",simbuild2018
simbuild2018_C105,C105,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C105.pdf,759,766,8,,,"Jagan, Pillai;  Rushil, Desai","Atelier Ten, New York, NY",Dehumidification Strategies and their Applicability Based on Climate and Building Typology,,"Dehumidification is a highly energy intensive process, especially in humid climates and for building typologies that require strict space humidity setpoints. Sub-cooling of air to condense out moisture using chilled water or refrigerant is the most common method for dehumidifying. Alternative strategies such as desiccant wheel, dual wheel and wrap around coils could more energy efficiently be used for certain climate zones and project types. Using energy models and results from a customized Excel-based tool, this paper evaluates applicability of each dehumidification strategy based on the local climate and building typology.",simbuild2018
simbuild2018_C106,C106,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C106.pdf,767,774,8,,,"Mohammed Salman, Mohiuddin;  Weihuan, Zhao","University of North Texas, Denton, TX",Heat and Mass Transfer Analysis of the Micro-Porous Membrane/Phase Change Material Based Energy Recovery Ventilator,,The work aims to investigate a unique membrane-based energy recovery ventilator (ERV) system combined with phase change material (PCM) to efficiently recover thermal energy and moisture between the incoming air and exhaust air from the buidling to reduce the HVAC system load. Heat and mass transfer simulations were conducted for this ERV system under various air temperatures and flow regimes. It has been found that the membrane/PCM based ERV system can achieve sensible effectiveness (heat recovery) of 65% - 98% while latent effectiveness (moisture recovery) of 60% - 80%.,simbuild2018
simbuild2018_C107,C107,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C107.pdf,775,782,8,,,"Michael, Wetter; Jianjun, Hu; Milica, Grahovac; Brent, Eubanks; Philip, Haves","Lawrence Berkeley National Laboratory, Berkeley, CA; Carbon Lighthouse, San Franciso, CA","OpenBuildingControl: Modeling Feedback Control as a Step Towards Formal Design, Specification, Deployment and Verification of Building Control Sequences",,"This paper presents ongoing work to develop tools and a process that will allow building designiers to instantiate control sequiences, configure them for their project, assess their performance in closed loop building energy simulation, and then export these sequences (i) for the control provider to bid on the project and to implement the sequences through machine-to-machine translation, and (ii) for the commissioning agent to verify their correct implementation.
The paper reports on the following: (i) The specification of a Control Description Language, (ii) its use to implement a subset of the ASHRAE Guideline 36 sequences, released as part of the Modelica Buildings library, (iii) its use in annual closed-loop simulations of a variable air-volume flow system, and (iv) lessons learned regarding simulation of closed loop control.
In our case study, the Guildeline 36 sequences yield 30% lower annual site HVAC energy use, under comparable comfort, than sequences published earlier by ASHRAE. The 30% differences in annual HVAC energy consumption due to changes in the control sequences raises the question of whether the idealization of control sequences that is common practice in today's building energy simulation leads to trustworthy energy use predictions.",simbuild2018
simbuild2018_C108,C108,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C108.pdf,783,790,8,,,"Christina, Protopapadaki;  Dirk, Saelens","KU Leuven, Heverlee, Belgium; EnergyVille, Genk, Belgium",Sensitivity of Low-Voltage Grid Impact Indicators to Weather Conditions in Residential District Energy Modeling,,"Heat pumps and photovoltaic systems become more common in residential neighborhoods, where they alter the traditional relationship with the electricity distribution grid, causing congestion and voltage problems. This paper investigates the influence of weather data on low-voltage grid impact indicators calculated within a previously developed probabilistic framework. We compared results for seven different synthetic weather years, generated for Belgium using Meteonorm, ranging from average"" to ""extreme cold winter and sunny summer""  as well as two future scenarios for 2050. Since peak demand and generation are influenced by ambient temperature and solar irradiation respectively, extreme values in weather inputs can potentially determine the outcome of an impact analysis. We, therefore, argue not to rely on average synthetic weather year profiles. Additionally, the impact of using a single representative week as alternative to year-long simulation was investigated.",simbuild2018
simbuild2018_C109,C109,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C109.pdf,791,798,8,,,"Robert, Cruickshank;  Anthony, Florita;  Gregor, Henze;  Charles, Corbin","University of Colorado, Boulder, CO; National Renewable Energy Laboratory, Golden, CO; Consultant, Boulder, CO",Characterizing Electric Grid System Benefits of MPC-Based Residential Load Shaping,,"Routinely encouraging and discouraging residential electric load throughout the day will be increasingly critical in efficiently managing the smart grid to reliably deliver clean, low-cost electricity. Yet, manipulating the duty cycles of thermostatically controlled loads such as heating, air conditioning, and hot water heaters can have the effect of destabilizing or stabilizing the grid. This work explores the potential for price-responsive control of residential air conditioning to shape electric demand at the distribution feeder level to minimize electricity production costs. Physical models of the interplay between building thermal and electric loads are used to simulate time-series temperature and load behaviour. Instantaneous load-adding and load-shedding opportunities are quantified in more than 100,000 individual homes on 204 distribution feeders with results presented for 35 cities across the United States. In the context of distributed model predictive control, simulation of feeder-level response to a residential day-ahead 5-minute pricing vector to 2,146 homes highlights an aggregate impact of flexible loads.",simbuild2018
simbuild2018_C110,C110,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C110.pdf,799,806,8,,,"Achin, Jain;  Derek, Nong;  Truong, Nghiem;  Rahul, Mangharam","Flexergy AI, Philadelphia, PA; Northern Arizona University, Flagstaff, AZ",Digital Twins for Efficient Modeling and Control of Buildings an Integrated Solution with Scada Systems,,"We develop an integrated solution for incorporating ""digital twins"" of real buildings into existing SCADA systems which enables real-time prediction and advanced control. These digital twins are either EnergyPlus (E+) or data-driven (D+) building models, whose input and output vari- ables are mapped to analogous real building OPC tags and track the real-time operation of the building. An E+ digital twin can be used to provide predictions of the building’s performance in different weather, usage, and energy pricing scenarios, which allows for accurate assessment of different control strategies. However, it is not suitable for optimization and predictive control due to its complexity. We develop scalable D+ digital twin based on Gaussian Processes (GP) for accurate prediction and advanced control. A D+ digital twin is much easier, faster, and less expensive to train than developing and tuning an E+ model, while still providing accurate power forecasts and being suitable for control. Data-driven Model Predictive Control (MPC) optimizes control inputs of the predictive D+ model for energy curtailment with thermal comfort guarantees in demand response applications. The MPC controller is integrated into the SCADA environment, demonstrating real-time in-the-loop control of D+ digital twins.",simbuild2018
simbuild2018_C111,C111,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C111.pdf,807,814,8,,,"June Young, Park;  Thomas, Dougherty;  Zoltan, Nagy","The University of Texas at Austin, Austin, TX",A Bluetooth Based Occupancy Detection for Buildings,,"As occupants and their behaviors are responsible for a significant share of the energy consumption in buildings, it is of important to gather occupancy data. In fact, gathering occupancy data is considered as one of the grand challenges in building information modeling. Capitalizing on the pervasiveness of mobile devices with Bluetooth (BT) functionality, in this paper, we propose an occupant detection system that uses the BT signal to infer occupant presence. We present the low-cost hardware based on the Raspberry Pi and the open-source software. We apply our approach in a real building environment with two experimental scenarios: 1) Occupancy estimation of a whole building level, and 2) Characterization of occupant types in a shared office. We estimate the ratio r of detected BT devices to actual number of people to be r ≈ 0.64. Our results show robust detection of occupants, as well as successful characterization of occupancy types as stationary, regular occupants, and visitors. Our method can be deployed quickly, and does not require the occupants to install a specific software. Thus, the proposed approach is especially useful for retrofit solutions.",simbuild2018
simbuild2018_C112,C112,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C112.pdf,815,822,8,,,"Elizabeth, LeRiche;  J., McArthur","Ryerson University, Toronto, Canada",A Test Cell to Infer Thermal Response of Building Components for Model Predictive Control Using Building Automation Sensors,,"The use of Model Predictive Controllers (MPC) in building HVAC systems has demonstrated significant energy savings. This approach relies on knowledge of occupancy, weather conditions, and building thermal dynamics to predict the future HVAC conditioning requirements. The thermal dynamics is usually modeled using a grey box model, which requires the knowledge of the buildings thermal mass, an unknown characteristic for many older buildings. This study analyzes the ability to determine thermal dynamic behavior without building construction knowledge. A test cell has been constructed to monitor typical building control points consisting of the ambient temperature, supply air conditions, occupancy, lighting, and plug loads along with outdoor air temperature and solar radiation. These are used in conjunction with surface temperature sensors to characterize their thermal response with the outdoor and indoor conditions. This paper presents the setup of the test cell along with the preliminary study investigating the ability to solve for thermal mass using sensor measurements. The analysis conducted looks at the simplest thermal condition of the cell, the nighttime unoccupied condition, for the two most thermally slow elements, the concrete floor and ceiling slabs. The results from this preliminary analysis strongly indicate the potential to calculate thermal dynamic behavior using only BAS points. This will support the overall research goal of creating model predictive control approaches for existing building where exact thermal mass is unknown.",simbuild2018
simbuild2018_C113,C113,https://publications.ibpsa.org/proceedings/simbuild/2018/papers/simbuild2018_C113.pdf,823,830,8,,,"Yan, Chen;  Sen, Huang;  Draguna, Vrabie","Pacific Northwest National Laboratory, Richland, WA",A Simulation Based Approach for Impact Assessment of Physical Faults: Large Commercial Building HVAC Case Study,,"We developed a simulation-based approach for fault impact analysis for a single duct variable air volume (VAV) system, and analyzed the dynamic and steady-state impact of equipment physical faults on building operation. The simulation model, a virtual testbed, can capture physical faults in the HVAC system of a large commercial building. The model can be used to generate data that can then be analyzed to quantify the impact of single or multiple faults. This paper illustrates the implementation of three physical faults: supply air temperature sensor bias, outdoor air temperature sensor bias, and cooling coil valve stuck. Each fault was simulated with several fault intensity levels and under different seasonal operating conditions. Then, we analyzed the impact of the above-mentioned faults using the energy and comfort metrics. The results show that the impact of a given physical fault depends on implemented control logic sequence and the seasonal operating conditions.",simbuild2018
simbuild2020_C001,C001,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C001.pdf,1,8,8,,,"Karl, Heine;  Paulo Cesar, Tabares-Velasco;  Ryan, Meyer;  Michael, Deru","Colorado School of Mines, Golden, CO; National Renewable Energy Laboratory, Golden, CO ",Modeling the Load Flexibility Potentials for Ice Energy Storage,,"With the increasing interest in grid-interactive efficient buildings, energy storage technologies are being reevaluated for their role in the future grid. Ice thermal energy storage (ITS) has a large potential to provide load flexibility to a grid dominated by variable generation assets, but it requires careful design, analysis, and control to be effective. Evaluation is possible using building energy simulations, but is not often done because of the complexity and added effort required to include ice storage in building simulation models. The objectives of this study are twofold: (1) automate the addition of ice energy storage to building models through OpenStudio measure scripting and (2) evaluate the load flexibility potential of example ITS design and control strategies. This paper presents a new OpenStudio measure that provides the ability to easily and accurately model a variety of potential design options and common control schemes. After applying this measure, we then bound the ability of the building to increase or decrease its predicted future electric load over 30-minute to 6-hour windows using chiller and ice storage performance constraints at each simulation timestep. Finally, we evaluate the ITS performance against in-simulation demand response events.",simbuild2020
simbuild2020_C002,C002,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C002.pdf,9,18,10,,,"Anjukan, Kathirgamanathan;  Mattia, De Rosa;  Eleni, Mangina;  Donal P., Finn","School of Mechanical and Materials Engineering, University College Dublin, Ireland; UCD Energy Institute, O’Brien Centre for Science, University College Dublin, Ireland; School of Computer Science, University College Dublin, Ireland",Data-Driven Predictive Control for Commercial Buildings with Multiple Energy Flexibility Sources,,"Data-Driven Predictive Control, representing the building as a cyber-physical system, shows promising potential in harnessing energy flexibility for demand side management, where the efforts in developing a physics-based model can be significant. Here, predictive control using random forests is applied in a case study closed-loop simulation of a large office building with multiple energy flexibility sources, thereby testing the suitability of the technique for such buildings. Further, consideration is given to the feature selection and feature engineering process. The results show that the data-driven predictive control, under a dynamic grid signal, is capable of minimising energy consumption or energy cost.",simbuild2020
simbuild2020_C003,C003,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C003.pdf,19,26,8,,,"Robert, Dahowski;  Sarah, Newman;  Varun, Sood;  Travis, Douville","Pacific Northwest National Laboratory, Richland, WA",Evaluating Facility Energy Efficiency and Resilience Opportunities with FEDS and MCOR,,"The threat of natural or human-caused disruptions to the electrical grid has made energy resilience increasingly important for critical building infrastructure. Energy efficiency can increase resilience by reducing critical loads and lowering the cost of supplying alternative power. This paper highlights two tools that are well-suited for analyzing building energy efficiency and resilience opportunities and presents a case study for their combined application. The Facility Energy Decision System (FEDS) and Microgrid Component Optimization for Resilience (MCOR) tools can be used together to simulate building systems, identify energy efficiency measures, and evaluate resilience options for powering a site during an outage.",simbuild2020
simbuild2020_C004,C004,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C004.pdf,27,34,8,,,"Peng, Wang;  Michael R., Brambley;  Michael E., Poplawski;  Michael, Myer;  Jianming, Lian;  Robert G., Lutes;  Sen, Huang;  Alex, Vlachokostas","Pacific Northwest National Laboratory, Richland, WA ",Characterization of Connected Lighting System Potential for Grid Services Under Real-Time Pricing,,"We describe initial research to evaluate the potential of connected lighting systems (CLS) to provide grid services. We develop a model for CLS, using a set of parameters to represent operation behaviors and constraints: maximum power, minimum power, nominal power, ramp rate, and time delay. Parameter values are generated for representative CLS. Lighting-power demand curves are constructed, indirectly capturing building-occupant preferences for lighting as functions of electricity price. The CLS model and the demand curves are incorporated into a transactive control platform to simulate CLS providing grid services. Previous research has shown transactive control (TC) to be a powerful tool to enable end uses to provide grid services through a hybrid economic-control approach. Initial quantitative results are provided for CLS in a medium commercial office building to show the amount of demand reduction and the associated energy savings.",simbuild2020
simbuild2020_C005,C005,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C005.pdf,35,43,9,,,"Javier, Urquizo;  Carlos, Calderón;  Philip, James","Escuela Superior Politécnica del Litoral, Guayaquil, Ecuador; Newcastle University, Newcastle upon Tyne, UK ",A Framework for Delivering Energy Efficiency and Decentralised Energy Generation Projects to Tackle Fuel Poverty and CO2 Emissions in Cities,,"UK government is providing part-funding for organisations to commission external feasibility studies. This is reflected in government strategy and funding toward a low carbon, smart, local energy system. Such studies would provide detailed advice on technical and economic feasibility and assist in developing a technical specification. Local energy system projects vary wildly in scale, from a single building to districts and the whole city. However, the building stock in a city is distributed over the territory, and some of the building types are present only at specific sites. Therefore, domestic energy and carbon models need tools to determine their spatial dimension and these may be provided by spatial components. This paper describes the development of a spatial framework for annual energy consumption, CO2 emissions and fuel poverty estimation from individual dwellings to neighbourhoods up to districts and the whole city. We propose the integration of urban models with a spatially enabled database as a key component to establish baseline conditions to provide a starting point for measuring the value added by energy and carbon policy interventions for resilient urbanism.",simbuild2020
simbuild2020_C006,C006,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C006.pdf,44,52,9,,,"Hannah, Fontenot;  Krishna Sandeep, Ayyagari;  Bing, Dong;  Nikolaos, Gatsis;  Ahmad, Taha","Syracuse University, Syracuse, NY; The University of Texas at San Antonio, San Antonio, TX",Buildings-to-Distribution Network Integration to Enable Voltage Regulation Considering Renewable Energy Resources,,"This paper develops a framework for buildings-to-distribution network (BtDN) integration. BtDN couples buildings, photovoltaic (PV) generation, and battery energy storage systems (BESS) to the power distribution network, using model predictive control to solve a joint optimization problem which minimizes building energy use while implementing reactive power control of PV and BESS inverters to maintain nodal voltage within prescribed limits at all times. The framework is tested in a pilot simulation study and improves upon a naïve control algorithm, showing 24% reduction in building energy usage, 40% reduction in network losses, and a complete elimination of voltage deviation.",simbuild2020
simbuild2020_C007,C007,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C007.pdf,53,60,8,,,"Rawad, El Kontar;  Xin, Jin","National Renewable Energy Laboratory, Golden, CO",Optimal Efficiency and Operational Cost Savings: A Framework for Automated Rooftop PV Placement,,"Residential energy consumers are charged based on a utility rate structure, such as net metering or feed-in tariff. To lower consumers' electricity bills, expensive batteries are deployed to reduce the electricity fed from the grid during peak hours. However, strategic photovoltaic (PV) panel placement enables the reduction of operational energy cost while considering the spatial feasibility and efficiency for hosting rooftop PV. In this paper, we present a framework to automatically identify the optimal location of rooftop PV panels on residential buildings. Our framework integrates multiple workflows, including energy and environmental simulation, parametric modeling, and optimization to identify the ideal location of PV panels to balance the demand and supply of residential buildings. These workflows are linked using the Grasshopper plug-in for Rhinoceros CAD software. The framework includes two different workflows, each satisfying a target for optimal PV placement: (a) maximizing PV panel efficiency, where users aim to maximize energy generation, and (b) minimizing operational energy cost, where best"" panels are selected considering utility rates for operational energy cost. Our framework is demonstrated in a residential community in Fort Collins, Colorado, to generate the optimal PV placement for each of the two aforementioned targets. Results from the two workflows are compared to illustrate the effect of PV location and orientation on solar energy production efficiency and operational energy cost. The developed workflows are introduced as tools within the Grasshopper plug-in to investigate the solar potential of rooftop PV panels while taking into account factors such as contextual shading, utility rate structures, and buildings’ energy demand profiles.",simbuild2020
simbuild2020_C008,C008,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C008.pdf,61,68,8,,,"Ted, Kesik;  William, O'Brien;  Aylin, Ozkan","Daniels Faculty of Architecture, Landscape and Design, University of Toronto, Canada; Department of Civil and Environmental Engineering, Carleton University, Ottawa, Canada",Towards a Standardized Framework for Thermal Resilience Modeling and Analysis,,"Thermal resilience of buildings is commonly assessed using two metrics: thermal autonomy (TA) is a measure of the fraction of time during a year that a building can passively maintain comfort conditions without active system energy inputs; and passive habitability (PH) is a measure of the duration of time that an indoor space remains habitable following a prolonged power outage over an extended period of extreme weather. An emerging body of research has identified these two metrics as significant indicators of energy efficient building performance. However, there remains a need to achieve consensus about how to coherently model these metrics during the early stages of design to better inform decision making. This paper proposes a framework to establish a common set of conventions, protocols and benchmarks for TA and PH metrics. First, it attempts to address the comfort and habitability indoor temperature thresholds that presently vary considerably in the literature and then to define both comfort thresholds appropriate for the analysis of passive measures in naturally ventilated buildings, and habitability thresholds under extreme conditions of high temperatures and humidity. Second, a consistent methodology for compiling weather data that reflect the impacts of climate change on extreme weather events is advanced. Third, modeling assumptions address the most vulnerable occupants in terms of their age and state of health, but also reconcile, in the case of multi-unit residential housing, the correlation between individual suite behaviour and whole-building performance so that the 'weakest links in the chain' deliver acceptable levels of thermal resilience. This paper also advocates for the inclusion of minimum levels of thermal resilience in future codes and standards to futureproof buildings.",simbuild2020
simbuild2020_C009,C009,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C009.pdf,69,76,8,,,"Aslihan, Senel Solmaz","Department of Architecture, Dokuz Eylül University, Izmir, Turkey",Machine Learning Based Optimization Approach for Building Energy Performance,,"This paper proposes a machine learning based optimization approach to reduce building total electricity consumption for heating and cooling energy. The proposed approach includes three main steps. Firstly, sampling of base-case building design variables and corresponding simulation results were obtained in EnergyPlus to generate features/labels. As the next step, a Machine Learning (ML) Model based on Support Vector Regression algorithm to predict energy consumption was created. Thirdly, Bayesian optimization was performed on the ML model to determine the optimum values for design variables. A hypothetical office building was used as a case study in order to demonstrate the feasibility of the proposed approach. The results showed that the proposed machine learning based approach is very accurate in estimating the total energy consumption, and easily integrated to any black-box optimization techniques with much less computational cost.",simbuild2020
simbuild2020_C010,C010,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C010.pdf,77,84,8,,,"Yiyuan, Jia;  Fred, Betz","Affiliated Engineers, Inc., Madison, WI",Using Simplified Geometry Model to Improve Energy Modeling Efficiency and Reduce Cost,,"Simplified modeling has been a tried and true approach for energy modelers for years to inform early design. So much so that it has been included in ASHRAE Standard 209 for early stage modeling (Agarwal, Pastore, and Andersen 2019). Indeed, at the early stage of a project, detailed modeling is oftentimes not necessary either because the presence of uncertainties, the lack of information or the context of the decision simply does not demand it (Augenbroe 2019). However, two bigest hurdles that prevent wide adoption of simplified modeling is the continutity and consistency issues between the early simplified models and the destined detailed models. In this paper, we demonstrate a simplified geometry model work flow that tries to address these issues. This paper first introduces a new tool to create simplifed geometry models for EnergyPlus. A case study of a real world energy modelling project is followed that describes a workflow leveraging this tool for simplified modeling in the early design and makes successful transition to detailed energy models. Finally, a validation study is performed to try to address the ""accuracy"" concerns related to the simplified modeling. Discussions and lessons learnt of using workflow in energy modeling project are given. The validation study results shown, in creating simplified geometry for heathcare buildings, priority should be given to space type definitions and program areas and less so for building envelopes. The study has also implied simplified geometry modeling could be a very effective strategy to reduce code compliance and rating system modeling cost while maintain the same level of modeling accuracy if being used properly.",simbuild2020
simbuild2020_C011,C011,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C011.pdf,87,92,6,,,"Tommy, Zakrzewski;  Mike, Brown;  Kyleen, Rockwell","HKS, Inc., USA",A Common Language to Design Carbon Neutral Projects by 2030,,"The AIA 2030 Commitment urges architects to become agents of change in the face of a looming global climate crisis. The impact of energy demand and consumption in the built environment is dependent on early design decisions; architects must play a key role as climate leaders. AIA 2030 notes that the overall average predicted energy use intensity (pEUI) percent savings increased in their 2017 project reporting to 44 percent, with a two percent increase over 2016 (The American Institute of Architects, 2019). This was driven both by more stringent energy codes and expanded energy modeling with reporting signatories of the Commitment. Thus, to make meaningful impact early phase building energy modeling must be seamless integrated into the design process. It begins with knowledge. Bringing forth the knowledge (education and awareness) that comes with a specialized skill such as energy modeling to a national architectural firm can be daunting. It requires buy-in through all levels of the organization and most importantly a common vernacular. This paper examines an architectural firm's repositioning of inclusive design intelligence by establishing a common core curriculum centered around the integration of early phase building energy modeling with the desired outcome to achieve a carbon-neutral built environment.",simbuild2020
simbuild2020_C012,C012,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C012.pdf,93,102,10,,,"Guanzhou, Ji","University of Washington, Seattle, WA",Daylight Availability and Occupant Visual Comfort in Seattle Multi-Family Housing,,"The living unit is currently undersized in Seattle multifamily housing. The design decisions for floor layout and unit configuration impact the interior daylight and occupant visual comfort. This study uses the existing daylight/glare metrics and investigates a simulation-based workflow. During schematic design, a series of design alternatives will be compared regarding daylight performance and glare perception. The decision-making process is driven by the results of quantitative and qualitative simulation under the constraints of related design codes. The final results will provide summarized design guidelines that would be instructive for creating well-lit living spaces in Seattle.",simbuild2020
simbuild2020_C013,C013,https://publications.ibpsa.org/proceedings/simbuild/2020/papers/simbuild2020_C013.pdf,103,110,8,,,"Terri, Peters;  Noor, Alkhalili;  Ted, Kesik;  William, O'Brien","Ryerson University, Toronto, Canada; University of Toronto, Toronto, Canada; Carleton University, Ottawa, Canada ",Challenging Conventional Approaches for Climate-Based Daylight Simulations of Multi-Unit Residential Buildings,,"Multi-unit residential buildings (MURB) represent more than one half of the new housing built in the USA and Canada. To date, the majority of daylighting research has focused on offices, but MURB have a number of environmental performance challenges and quality of life considerations specific to their housing typology. Daylight is typically not sufficient in these dwellings, as many units are small and single-aspect, with a deep floorplate and a balcony that shades the living spaces within and below. There are no established metrics or methods specifically aimed to aid in daylighting design for MURB. There is a need for increased understanding of daylighting in these buildings, and better methods and metrics to simulate daylight performance. New early stage climate-based daylighting modeling (CBDM) tools such as DIVA allow designers to predict daylight performance in buildings. These tools were developed with offices in mind, and have underlying assumptions such as work hours and occupancy during daylight, and a focus on productivity and minimum sufficient lighting for a task, that make them difficult to adopt for MURB. This paper emerged from a study of the influence of balcony typologies on daylighting and presents a selective literature review of existing assumptions around daylight simulations for MURB. It identifies which assumptions in current tools and methods are problematic, with the aim of leading to more relevant CBDM assumptions and tools for this building typology. Drawing on recent literature, published studies, and rules of thumb, this paper identifies MURB-specific challenges with current assumptions about daylight simulation and tests some alternatives to typical simulation parameters. The aim is to begin to create MURB-specific thresholds for parameters including target daylight illuminance, metrics, and simulation grid height.",simbuild2020
